Подкатегория;Наименование;Характеристики ;;;;;;;;;;;;;;;;;;;;;;Размер памятника в комплекте;;;Цена;Цена фацета
;;Материал;Цвет;Полировка;Высота;Вес;Объём;Размер;Срок изготовления;Размер фракции;Единица измерения;Форма;Высота пролёта;Высота столба;Обивка;Закрутки;Ручки несущие;Лакировка;Форма;Фурнитура;Ручная резьба;Отделка;Крышка;Стелла (в/ш/т);Тумба (в/ш/т);Цветник (в/ш/т);;
not_standart;Дж 27;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49500;
not_standart;Дж 28;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;65100;
not_standart;Дж 29;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;62200;
not_standart;Дж 30;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;65900;
not_standart;Дж 31;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;60300;
not_standart;Дж 32;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59600;
not_standart;Дж 33;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;56000;
not_standart;Дж 34;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;63400;
not_standart;Дж 37;гранит;черный гранит;все стороны;144 см;291 кг;;;10 дней;;;;;;;;;;;;;;;130 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;70000;
not_standart;Дж 38;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49600;
not_standart;Дж 39;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49000;
not_standart;Дж 50;гранит;черный гранит;все стороны;134 см;350 кг;;;10 дней;;;;;;;;;;;;;;;130 × 90 × 8 см;100 × 20 × 14 см;120 × 10 × 7 см;68200;
not_standart;Дж 52;гранит;черный гранит;все стороны;134 см;350 кг;;;10 дней;;;;;;;;;;;;;;;120 × 90 × 8 см;100 × 20 × 14 см;120 × 10 × 7 см;67500;
not_standart;Дж 71;гранит;черный гранит;все стороны;104 см;190 кг;;;10 дней;;;;;;;;;;;;;;;90 × 80 × 8 см;90 × 20 × 14 см;120 × 10 × 7 см;59600;
not_standart;Дж 72;гранит;черный гранит;все стороны;134 см;310 кг;;;10 дней;;;;;;;;;;;;;;;120 × 70 × 8 см;80 × 20 × 14 см;120 × 10 × 7 см;54100;
not_standart;Дж 73;гранит;черный гранит;все стороны;104 см;250 кг;;;10 дней;;;;;;;;;;;;;;;90 × 80 × 10 см;90 × 20 × 14 см;120 × 10 × 7 см;228700;
not_standart;Дж 75;гранит;черный гранит;все стороны;144 см;291 кг;;;10 дней;;;;;;;;;;;;;;;130 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;70100;
not_standart;Дж 76;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59200;
not_standart;Дж 77;гранит;черный гранит;все стороны;184 см;450 кг;;;10 дней;;;;;;;;;;;;;;;170 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;111600;
not_standart;Дж 79;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;62500;
not_standart;Дж 80;гранит;черный гранит;все стороны;164 см;360 кг;;;10 дней;;;;;;;;;;;;;;;150 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;68400;
not_standart;Дж 81;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59800;
not_standart;Дж 83;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59600;
not_standart;Дж 84;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;73300;
not_standart;Дж 87;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49800;
not_standart;Дж 88;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;65900;
not_standart;Дж 90;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49800;
not_standart;Дж 91;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49800;
not_standart;Дж 98;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;66300;
not_standart;Дж 99;гранит;черный гранит;все стороны;164 см;500 кг;;;10 дней;;;;;;;;;;;;;;;150 × 60 × 10 см;70 × 20 × 14 см;120 × 10 × 7 см;69500;
not_standart;Дж 106;гранит;черный гранит;все стороны;164 см;650 кг;;;10 дней;;;;;;;;;;;;;;;150 × 80 × 10 см;90 × 20 × 14 см;120 × 10 × 7 см;137600;
not_standart;Дж 107;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50300;
not_standart;Дж 108;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50300;
not_standart;Дж 110;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;66300;
not_standart;Дж 112;гранит;черный гранит;все стороны;164 см;550 кг;;;10 дней;;;;;;;;;;;;;;;150 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;137600;
not_standart;Дж 113;гранит;черный гранит;все стороны;104 см;350 кг;;;10 дней;;;;;;;;;;;;;;;90 × 100 × 8 см;110 × 20 × 14 см;100 × 7 × 8 см;73600;
not_standart;Дж 114;гранит;черный гранит;все стороны;104 см;350 кг;;;10 дней;;;;;;;;;;;;;;;90 × 100 × 8 см;110 × 20 × 14 см;100 × 7 × 8 см;73600;
not_standart;Дж 115;гранит;черный гранит;все стороны;104 см;350 кг;;;10 дней;;;;;;;;;;;;;;;90 × 100 × 8 см;110 × 20 × 14 см;100 × 7 × 8 см;73600;
not_standart;Дж 119;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59600;
not_standart;Дж 121;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49800;
not_standart;Дж 122;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 80 × 8 см;90 × 20 × 14 см;120 × 10 × 7 см;76000;
not_standart;Дж 125;гранит;черный гранит;все стороны;184 см;450 кг;;;10 дней;;;;;;;;;;;;;;;170 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;217600;
not_standart;Дж 127;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49800;
not_standart;Дж 128;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;75800;
not_standart;Дж 129;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59600;
not_standart;Дж 130;гранит;черный гранит;все стороны;104 см;350 кг;;;10 дней;;;;;;;;;;;;;;;90 × 100 × 8 см;110 × 20 × 14 см;100 × 7 × 8 см;67400;
not_standart;Дж 131;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;60600;
not_standart;Дж 132;гранит;черный гранит;все стороны;164 см;550 кг;;;10 дней;;;;;;;;;;;;;;;150 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;74500;
not_standart;Дж 133;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
not_standart;Дж 135;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
not_standart;Дж 138;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;74500;
not_standart;Дж 141;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
not_standart;Дж 142;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
not_standart;Дж 143;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
not_standart;Дж 144;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;66300;
not_standart;Дж 148;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;76500;
not_standart;Дж 149;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;74500;
not_standart;Дж 155;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;60300;
not_standart;Дж 170;гранит;черный гранит;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;67300;
not_standart;Ме 130;гранит;черный гранит;все стороны;214 см;470 кг;;;10 дней;;;;;;;;;;;;;;;200 × 35 × 10 см;180 × 35 × 10 см;100 × 50 × 16 см;137300;
combined;Ка 28   ;;;;;400 кг;0,13 м³;145 × 95 см;от 30 дней;;;;;;;;;;;;;;;;;;71500;
combined;Ка 29;;;;;510 кг;0,17 м³;135 × 140 см;от 30 дней;;;;;;;;;;;;;;;;;;90700;
combined;Ка 30;;;;;290 кг;0,09 м³;145 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;68600;
combined;Ка 31;;;;;830 кг;0,26 м³;178 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;160300;
combined;Ка 32;;;;;300 кг;0,12 м³;145 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;62500;
combined;Ка 33;;;;;680 кг;0,23 м³;170 × 130 см;от 30 дней;;;;;;;;;;;;;;;;;;117000;
combined;Ка 34;;;;;550 кг;0,18 м³;135 × 195 см;от 30 дней;;;;;;;;;;;;;;;;;;95000;
combined;Ка 35;;;;;300 кг;0,12 м³;150 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;63700;
combined;Ка 36;;;;;370 кг;0,12 м³;140 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;70600;
combined;Ка 37;;;;;540 кг;0,19 м³;135 × 90 см;от 30 дней;;;;;;;;;;;;;;;;;;83200;
combined;Ка 38;;;;;200 кг;0,8 м³;140 × 60 см;от 30 дней;;;;;;;;;;;;;;;;;;56400;
combined;Ка 39;;;;;200 кг;0,8 м³;140 × 60 см;от 30 дней;;;;;;;;;;;;;;;;;;57900;
combined;Ка 40;;;;;360 кг;0,12 м³;160 × 125 см;от 30 дней;;;;;;;;;;;;;;;;;;88900;
combined;Ка 41;;;;;800 кг;0,26 м³;155 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;136000;
combined;Ка 42;;;;;1000 кг;0,34 м³;255 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;211500;
combined;Ка 43;;;;;470 кг;0,16 м³;175 × 90 см;от 30 дней;;;;;;;;;;;;;;;;;;104700;
combined;Ка 44;;;;;710 кг;0,24 м³;170 × 85 см;от 30 дней;;;;;;;;;;;;;;;;;;146700;
combined;Ка 45;;;;;710 кг;0,24 м³;170 × 85 см;от 30 дней;;;;;;;;;;;;;;;;;;141300;
combined;Ка 46;;;;;710 кг;0,24 м³;170 × 85 см;от 30 дней;;;;;;;;;;;;;;;;;;153700;
combined;Ка 47;;;;;390 кг;0,12 м³;95 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;84300;
combined;Ка 48;;;;;390 кг;0,12 м³;95 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;86900;
combined;Ка 49;;;;;390 кг;0,12 м³;95 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;89600;
combined;Ка 50;;;;;580 кг;0,19 м³;175 × 120 см;от 30 дней;;;;;;;;;;;;;;;;;;112100;
combined;Ка 51;;;;;830 кг;0,27 м³;175 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;127500;
combined;Ка 52;;;;;580 кг;0,19 м³;160 × 160 см;от 30 дней;;;;;;;;;;;;;;;;;;118200;
combined;Ка 53;;;;;580 кг;0,19 м³;160 × 160 см;от 30 дней;;;;;;;;;;;;;;;;;;119000;
combined;Ка 54;;;;;620 кг;0,2 м³;160 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;98700;
combined;Ка 55    ;;;;;580 кг;0,27 м³;170 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;155400;
combined;Ка 56;;;;;580 кг;0,27 м³;170 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;127400;
combined;Ка 57;;;;;820 кг;0,26 м³;250 × 100 см;от 30 дней;;;;;;;;;;;;;;;;;;180000;
combined;Ка 58;;;;;820 кг;0,26 м³;250 × 100 см;от 30 дней;;;;;;;;;;;;;;;;;;176300;
combined;Ка 59;;;;;430 кг;0,25 м³;240 × 120 см;от 30 дней;;;;;;;;;;;;;;;;;;171700;
combined;Ка 60;;;;;450 кг;0,15 м³;135 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;77500;
combined;Ка 61;;;;;450 кг;0,15 м³;135 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;81400;
combined;Ка 62;;;;;450 кг;0,15 м³;135 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;79100;
combined;Ка 63;;;;;917 кг;0,3 м³;205 × 140 см;от 30 дней;;;;;;;;;;;;;;;;;;192200;
combined;Ка 64;;;;;545 кг;0,18 м³;140 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;96700;
combined;Ка 65;;;;;540 кг;0,18 м³;200 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;124500;
combined;Ка 66;;;;;430 кг;0,14 м³;185 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;171100;
combined;Ка 67;;;;;430 кг;0,14 м³;185 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;169400;
combined;Ка 68;;;;;430 кг;0,14 м³;185 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;173500;
combined;Ка 69;;;;;300 кг;0,09 м³;120 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;65600;
combined;Ка 70;;;;;300 кг;0,09 м³;120 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;70200;
combined;Ка 71;;;;;750 кг;0,24 м³;270 × 120 см;от 30 дней;;;;;;;;;;;;;;;;;;190600;
combined;Ка 72;;;;;550 кг;0,18 м³;160 × 90 см;от 30 дней;;;;;;;;;;;;;;;;;;104400;
combined;Ка 73;;;;;700 кг;0,23 м³;130 × 90 см;от 30 дней;;;;;;;;;;;;;;;;;;92600;
combined;Ка 74;;;;;630 кг;0,2 м³;180 × 140 см;от 30 дней;;;;;;;;;;;;;;;;;;105100;
combined;Ка 75;;;;;1700 кг;0,55 м³;185 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;249600,15;
combined;Ка 76;;;;;450 кг;0,17 м³;115 × 150 см;от 30 дней;;;;;;;;;;;;;;;;;;100100;
combined;Ка 77;;;;;350 кг;0,12 м³;160 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;82000;
combined;Ка 78;;;;;350 кг;0,12 м³;160 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;77000;
combined;Ка 79;;;;;350 кг;0,12 м³;160 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;74100;
combined;Ка 80;;;;;450 кг;0,17 м³;115 × 150 см;от 30 дней;;;;;;;;;;;;;;;;;;96600;
combined;Ка 81;;;;;740 кг;0,22 м³;180 × 160 см;от 30 дней;;;;;;;;;;;;;;;;;;134500;
combined;Ка 82;;;;;670 кг;0,22 м³;180 × 100 см;от 30 дней;;;;;;;;;;;;;;;;;;151800;
combined;Ка 83;;;;;800 кг;0,26 м³;215 × 100 см;от 30 дней;;;;;;;;;;;;;;;;;;110300;
combined;Ка 84;;;;;650 кг;0,21 м³;150 × 155 см;от 30 дней;;;;;;;;;;;;;;;;;;123800;
combined;Ка 85;;;;;790 кг;0,13 м³;150 × 70 см;от 30 дней;;;;;;;;;;;;;;;;;;77200;
combined;Ка 86;;;;;850 кг;0,28 м³;160 × 90 см;от 30 дней;;;;;;;;;;;;;;;;;;146100;
combined;Ка 87;;;;;740 кг;0,25 м³;240 × 125 см;от 30 дней;;;;;;;;;;;;;;;;;;178200;
combined;Ка 88;;;;;420 кг;0,14 м³;125 × 140 см;от 30 дней;;;;;;;;;;;;;;;;;;111300;
combined;Ка 89;;;;;1500 кг;0,5 м³;225 × 230 см;от 30 дней;;;;;;;;;;;;;;;;;;325000;
combined;Ка 90;;;;;455 кг;0,15 м³;160 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;101700;
combined;Ка 91;;;;;1800 кг;0,6 м³;175 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;282400;
combined;Ка 92;;;;;820 кг;0,27 м³;190 × 100 см;от 30 дней;;;;;;;;;;;;;;;;;;125300;
combined;Ка 93;;;;;1500 кг;0,5 м³;210 × 140 см;от 30 дней;;;;;;;;;;;;;;;;;;295500;
combined;Ка 94;;;;;300 кг;0,1 м³;125 × 80 см;от 30 дней;;;;;;;;;;;;;;;;;;69100;
combined;Ка 95;;;;;960 кг;0,32 м³;165 × 130 см;от 30 дней;;;;;;;;;;;;;;;;;;134600;
combined;Ка 96;;;;;400 кг;0,14 м³;170 × 60 см;от 30 дней;;;;;;;;;;;;;;;;;;104800;
combined;Ка 97;;;;;660 кг;0,22 м³;170 × 90 см;от 30 дней;;;;;;;;;;;;;;;;;;117800;
combined;Ка 98;;;;;840 кг;0,3 м³;160 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;144500;
combined;Ка 99;;;;;840 кг;0,3 м³;160 × 110 см;от 30 дней;;;;;;;;;;;;;;;;;;137500;
cross_memorials;Дж 16 эконом 82 на 82;гранит;черный гранит;все стороны;96 см;190 кг;;;10 дней;;;;;;;;;;;;;;;82 × 82 × 5 см;90 × 15 × 14 см;100 × 8 × 5 см;29900;
cross_memorials;Дж 16 эконом;гранит;черный гранит;все стороны;99 см;234 кг;;;10 дней;;;;;;;;;;;;;;;85 × 100 × 5 см;110 × 15 × 14 см;100 × 8 × 5 см;33400;
cross_memorials;Дж 16;гранит;черный гранит;все стороны;120 см;350 кг;;;10 дней;;;;;;;;;;;;;;;120 × 100 × 7 см;110 × 20 × 14 см;100 × 8 × 6 см;58600;
cross_memorials;Дж 16 эконом 82 на 82;гранит;черный гранит;все стороны;96 см;190 кг;;;10 дней;;;;;;;;;;;;;;;82 × 82 × 5 см;90 × 15 × 14 см;100 × 8 × 5 см;29900;
cross_memorials;Дж 18 эконом;гранит;черный гранит;все стороны;99 см;234 кг;;;10 дней;;;;;;;;;;;;;;;85 × 100 × 5 см;110 × 15 × 14 см;100 × 8 × 5 см;33400;
cross_memorials;Дж 18;гранит;черный гранит;все стороны;120 см;350 кг;;;10 дней;;;;;;;;;;;;;;;120 × 100 × 7 см;110 × 20 × 14 см;100 × 8 × 6 см;58600;
cross_memorials;Дж 29;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;62200;
cross_memorials;Дж 30;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;65900;
cross_memorials;Дж 50;гранит;черный;все стороны;144 см;350 кг;;;10 дней;;;;;;;;;;;;;;;130 × 90 × 8 см;100 × 20 × 14 см;100 × 7 × 8 см;68200;
cross_memorials;Дж 54;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;70 × 20 × 14 см;100 × 7 × 8 см;31600;
cross_memorials;Дж 67;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;70 × 20 × 14 см;100 × 7 × 8 см;31600;
cross_memorials;Дж 70;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;70 × 20 × 14 см;100 × 7 × 8 см;31600;
cross_memorials;Дж 76;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;59200;
cross_memorials;Дж 77;гранит;черный;все стороны;184 см;450 кг;;;10 дней;;;;;;;;;;;;;;;170 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;111600;
cross_memorials;Дж 79;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;62500;
cross_memorials;Дж 80;гранит;черный;все стороны;164 см;360 кг;;;10 дней;;;;;;;;;;;;;;;150 × 70 × 10 см;80 × 20 × 14 см;120 × 10 × 7 см;68400;
cross_memorials;Дж 85;гранит;черный;все стороны;134 см;190 кг;;;10 дней;;;;;;;;;;;;;;;120 × 55 × 7 см;60 × 20 × 14 см;100 × 7 × 8 см;32100;
cross_memorials;Дж 98;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;66300;
cross_memorials;Дж 99;гранит;черный;все стороны;164 см;500 кг;;;10 дней;;;;;;;;;;;;;;;150 × 60 × 10 см;70 × 20 × 14 см;120 × 10 × 7 см;69500;
cross_memorials;Дж 108;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;70 × 20 × 14 см;100 × 7 × 8 см;50300;
cross_memorials;Дж 110;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;66300;
cross_memorials;Дж 114;гранит;черный;все стороны;104 см;350 кг;;;10 дней;;;;;;;;;;;;;;;90 × 100 × 8 см;110 × 20 × 14 см;100 × 7 × 8см;73600;
cross_memorials;Дж 121;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;49800;
cross_memorials;Дж 122;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 80 × 8 см;90 × 20 × 14 см;120 × 10 × 7 см;76000;
cross_memorials;Дж 131;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;60600;
cross_memorials;Дж 135;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
cross_memorials;Дж 142;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
cross_memorials;Дж 143;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;50400;
cross_memorials;Дж 144;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;66300;
cross_memorials;Дж 148;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;76500;
cross_memorials;Дж 155;гранит;черный;все стороны;134 см;270 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 14 см;120 × 10 × 7 см;60300;
cross_memorials;Ем 40 кор;гранит;коричневый;все стороны;134 см;180 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;38000;
cross_memorials;Ем 40 красн;гранит;красный;все стороны;134 см;180 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;43800;
cross_memorials;Ем 40 син;гранит;синий;все стороны;134 см;180 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;31000;
cross_memorials;Ем 40;гранит;черный;все стороны;134 см;180 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;28800;
cross_memorials;Ем 74 кор;гранит;коричневый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;39400;
cross_memorials;Ем 74 красн;гранит;красный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;44700;
